created_at,heart_rate,spo2,activity,sound_level,temperature
2025-10-11 17:12:18+00:00,87,95,0.06323,111,36.99042
2025-10-11 17:12:38+00:00,58,97,0.08604,129,36.4
2025-10-11 17:13:03+00:00,80,97,0.06468,89,36.5713
2025-10-11 17:13:23+00:00,108,94,0.35418,207,37.48996
2025-10-11 17:13:42+00:00,92,96,1.04656,103,37.27103
2025-10-11 17:14:03+00:00,58,96,0.11717,71,36.2
2025-10-11 17:14:22+00:00,86,95,0.0,13,36.90458
2025-10-11 17:14:43+00:00,90,95,0.0,16,36.99792
2025-10-11 17:15:03+00:00,77,96,0.0,15,36.97122
2025-10-11 17:15:22+00:00,108,95,0.0,16,37.38996
2025-10-11 17:16:03+00:00,84,97,0.06405,67,36.96507
2025-10-11 17:16:23+00:00,107,96,0.06123,67,37.58925
2025-10-11 17:16:43+00:00,91,96,0.05947,67,36.69038
2025-10-11 17:17:03+00:00,60,97,0.06115,71,36.5
2025-10-11 17:17:23+00:00,79,97,0.06395,70,37.20692
2025-10-11 17:17:43+00:00,86,95,0.06591,91,37.30026
2025-10-11 17:18:03+00:00,84,95,0.06427,66,36.96499
2025-10-11 17:18:29+00:00,84,96,0.22001,64,36.76505
2025-10-11 17:18:49+00:00,104,95,0.10141,58,37.28924
2025-10-11 17:19:08+00:00,88,97,0.06867,93,37.29046
2025-10-11 17:19:29+00:00,53,98,0.06424,50,36.5
2025-10-11 17:19:49+00:00,82,97,0.0613,49,36.60693
2025-10-11 17:20:08+00:00,91,96,0.06092,48,36.90026
2025-10-11 17:20:29+00:00,77,96,0.42003,46,37.16498
2025-10-11 17:20:49+00:00,107,94,0.06342,48,37.38922
2025-10-11 17:21:08+00:00,88,97,0.06165,46,36.89074
2025-10-11 17:21:28+00:00,54,98,0.06163,48,36.3
2025-10-11 17:21:49+00:00,87,97,0.05983,51,37.00696
2025-10-11 17:22:08+00:00,89,96,0.06226,48,37.1003
2025-10-11 17:22:29+00:00,78,95,0.06584,44,36.5649
2025-10-11 17:22:49+00:00,106,94,0.05879,39,37.08919
2025-10-11 17:23:08+00:00,87,97,0.06401,65,37.19098
2025-10-11 17:23:28+00:00,54,98,0.06327,74,36.2
2025-10-11 17:23:48+00:00,83,96,0.06207,47,37.10699
2025-10-11 17:24:09+00:00,85,97,0.0718,42,36.80032
2025-10-11 17:24:28+00:00,78,96,0.06306,52,36.66482
2025-10-11 17:24:48+00:00,104,94,0.05722,43,37.08917
2025-10-11 17:25:08+00:00,88,95,0.06398,47,36.89122
2025-10-11 17:25:28+00:00,59,98,0.06418,39,36.4
2025-10-11 17:25:48+00:00,85,95,0.06507,43,36.60701
2025-10-11 17:26:08+00:00,85,95,0.06147,38,37.30035
2025-10-11 17:26:29+00:00,84,96,0.06297,52,36.86475
2025-10-11 17:26:49+00:00,107,96,0.0586,37,37.38914
2025-10-11 17:27:08+00:00,85,96,0.06043,64,37.09146
2025-10-11 17:27:28+00:00,54,97,0.06337,45,36.2
2025-10-11 17:27:48+00:00,80,97,0.06569,43,36.70705
2025-10-11 17:28:08+00:00,92,97,0.06183,40,37.20039
2025-10-11 17:28:29+00:00,81,96,0.06407,48,36.96465
2025-10-11 17:28:53+00:00,105,94,0.06657,45,37.48911
2025-10-11 17:29:08+00:00,85,97,0.06286,42,36.79181
2025-10-11 17:29:28+00:00,55,97,0.06561,40,36.4
2025-10-11 17:29:49+00:00,86,95,0.06197,37,36.70708
2025-10-11 17:30:08+00:00,87,97,0.07982,49,37.20042
2025-10-11 17:30:28+00:00,80,95,0.0628,45,36.66457
2025-10-11 17:30:48+00:00,103,96,0.06424,58,37.08908
2025-10-11 17:31:08+00:00,92,95,0.06711,45,37.09205
2025-10-11 17:31:28+00:00,58,98,0.06242,42,36.2
2025-10-11 17:31:48+00:00,79,96,0.06538,42,37.10711
2025-10-11 17:32:08+00:00,88,96,0.06196,43,36.80045
2025-10-11 17:32:28+00:00,78,97,0.05788,47,36.56449
2025-10-11 17:32:50+00:00,102,94,0.06353,45,37.28905
2025-10-11 17:33:08+00:00,91,95,0.06485,93,37.09233
2025-10-11 17:33:28+00:00,54,98,0.0649,18,36.2
2025-10-11 17:33:48+00:00,80,97,0.06652,16,37.20715
2025-10-11 17:34:08+00:00,91,97,0.0,18,36.70049
2025-10-11 17:34:28+00:00,79,96,0.0,12,36.66442
2025-10-11 17:34:48+00:00,108,95,0.0,12,37.58903
2025-10-11 17:35:08+00:00,86,96,0.0,13,36.79257
2025-10-11 17:35:28+00:00,56,97,0.0,15,36.3
2025-10-11 17:35:48+00:00,84,97,0.0,16,36.70717
2025-10-11 17:36:09+00:00,89,95,0.0,16,37.30051
2025-10-11 17:36:29+00:00,80,95,0.0,16,36.76434
2025-10-13 09:45:14+00:00,83,95,0.0,0,36.70525
2025-10-13 09:45:35+00:00,82,96,0.0,0,36.74432
2025-10-13 09:45:54+00:00,104,96,0.0,18,37.36156
2025-10-13 09:46:35+00:00,78,97,0.0,0,36.67803
2025-10-13 09:46:55+00:00,105,95,0.0,0,37.08831
2025-10-13 09:47:15+00:00,91,96,0.0,0,36.75252
2025-10-13 09:47:35+00:00,56,96,0.0,0,36.4
2025-10-13 09:47:58+00:00,82,95,0.0,0,37.20221
2025-10-13 09:48:19+00:00,86,97,0.0,78,36.89554
2025-10-13 09:48:35+00:00,84,96,0.0,106,36.97795
2025-10-13 09:48:55+00:00,104,96,0.0,77,37.48835
2025-10-13 09:49:15+00:00,86,97,0.0,70,36.85273
2025-10-13 09:49:37+00:00,55,98,0.0,23,36.1
2025-10-13 09:49:55+00:00,80,97,0.0,21,36.70223
2025-10-13 09:50:15+00:00,86,97,0.0,21,37.19557
2025-10-13 09:50:34+00:00,80,95,0.0,105,36.87787
2025-10-13 09:50:54+00:00,109,96,0.0,94,37.28838
2025-10-13 09:51:16+00:00,91,96,0.0,102,36.85294
2025-10-13 09:51:34+00:00,54,96,0.0,73,36.3
2025-10-13 09:51:55+00:00,83,96,0.0,67,36.70226
2025-10-13 09:52:15+00:00,87,95,0.0,79,36.6956
2025-10-13 09:52:34+00:00,80,95,0.0,80,37.17779
2025-10-13 09:52:54+00:00,108,96,0.0,79,37.58841
2025-10-13 09:53:34+00:00,58,97,0.0,57,36.2
2025-10-13 09:53:54+00:00,78,97,0.0,53,37.20229
2025-10-13 09:54:15+00:00,86,96,0.0,39,36.79563
2025-10-13 09:54:34+00:00,85,96,0.0,48,36.8777
2025-10-13 09:54:55+00:00,109,96,0.0,70,37.48845
2025-10-13 09:55:19+00:00,90,97,0.0,67,36.65336
2025-10-13 09:55:35+00:00,58,96,0.0,72,36.2
2025-10-13 09:55:59+00:00,81,95,0.0,66,36.80231
2025-10-13 09:56:14+00:00,91,95,0.0,69,36.69566
2025-10-13 09:56:38+00:00,85,97,0.0,67,37.07763
2025-10-13 09:56:55+00:00,102,95,0.0,66,37.58847
2025-10-13 09:57:17+00:00,87,97,0.0,64,37.15357
2025-10-13 09:57:36+00:00,57,98,0.0,59,36.3
2025-10-13 09:57:55+00:00,85,96,0.0,71,37.20234
2025-10-13 09:58:17+00:00,87,97,0.0,71,37.09568
2025-10-13 09:58:36+00:00,78,97,0.0,77,36.87754
2025-10-13 09:58:55+00:00,110,95,0.0,77,37.48851
2025-10-13 09:59:14+00:00,84,96,0.0,59,36.95378
2025-10-13 09:59:34+00:00,59,97,0.0,67,36.5
2025-10-13 09:59:57+00:00,86,97,0.0,75,37.10237
2025-10-13 10:00:14+00:00,89,95,0.0,66,36.69571
2025-10-13 10:00:35+00:00,85,95,0.0,80,36.77746
2025-10-13 10:01:13+00:00,80,96,0.0,28,36.97799
2025-10-13 10:01:33+00:00,104,96,0.0,17,37.38833
2025-10-13 10:01:52+00:00,87,96,0.0,1,37.05263
2025-10-13 10:02:13+00:00,56,98,0.0,0,36.5
2025-10-13 10:02:32+00:00,83,97,0.0,0,37.00222
2025-10-13 10:02:54+00:00,86,96,0.0,0,37.09555
2025-10-13 10:03:13+00:00,84,97,0.0,0,37.07791
2025-10-13 10:03:32+00:00,110,94,0.0,0,37.08836
